key,score,repeat,average
deixem,9.5,1,9.5
reposter,8.2,1,8.2
bespoke,51.3,6,8.549999999999999
timing,9.3,1,9.3
kiss,32.5,4,8.125
villa,9.3,1,9.3
sampler,154.7,18,8.594444444444443
okay,632.3,75,8.430666666666665
roses,9.6,1,9.6
rendered,9.4,1,9.4
choosy,9.3,1,9.3
based,307.2,36,8.533333333333333
preparation,8.9,1,8.9
fomos,27.4,3,9.133333333333333
exagerados,9.3,1,9.3
railway,9.1,1,9.1
sevmiyor,9.1,1,9.1
recipes,44.4,5,8.879999999999999
natl,9.3,1,9.3
fresquinho,8.7,1,8.7
awe,26.7,3,8.9
needy,8.7,1,8.7
clips,18.0,2,9.0
retain,9.0,1,9.0
diamond,18.4,2,9.2
mojito,282.7,34,8.314705882352941
rethinking,7.4,1,7.4
numbingly,9.1,1,9.1
conductor,9.2,1,9.2
ar,35.4,4,8.85
liters,6.5,1,6.5
antipasto,53.5,6,8.916666666666666
collected,9.3,1,9.3
pun,26.4,3,8.799999999999999
nightly,18.5,2,9.25
cucumber,587.2,67,8.764179104477613
bruleed,9.2,1,9.2
belles,8.7,1,8.7
maximalist,9.1,1,9.1
longish,26.8,3,8.933333333333334
patrons,24.6,3,8.200000000000001
aged,188.4,23,8.191304347826087
disappoint,344.3,40,8.6075
masterful,18.6,2,9.3
throwing,33.5,4,8.375
gibt,9.3,1,9.3
batatas,18.4,2,9.2
riazul,8.6,1,8.6
dusted,35.3,4,8.825
debate,18.3,2,9.15
workie,8.3,2,4.15
provati,9.6,1,9.6
pior,9.3,1,9.3
galettes,9.5,1,9.5
mouthgasmful,9.1,1,9.1
salamis,9.5,1,9.5
fastest,27.4,3,9.133333333333333
bloomsday,9.6,1,9.6
community,55.0,7,7.857142857142857
intrigued,18.2,2,9.1
hergatt,9.4,1,9.4
moore,18.5,2,9.25
believer,26.7,3,8.9
hu,126.0,16,7.875
vineros,9.1,1,9.1
yorkville,8.0,1,8.0
paradies,9.0,1,9.0
zip,25.4,3,8.466666666666667
amer,9.1,1,9.1
worth_it,9.0,1,9.0
saves,41.4,5,8.28
coleslaw,99.3,11,9.027272727272727
beignets,17.2,2,8.6
riazultequilla,8.6,1,8.6
curation,9.5,1,9.5
tunnel,8.7,1,8.7
weren,180.4,21,8.59047619047619
kkk,8.7,1,8.7
wit,8.1,1,8.1
nosso,9.5,1,9.5
sundaes,79.9,9,8.877777777777778
joesph,9.6,1,9.6
noona,9.6,1,9.6
complentary,9.4,1,9.4
rushed,79.3,9,8.81111111111111
cali,49.4,6,8.233333333333333
loungy,8.7,1,8.7
celebrating,51.1,6,8.516666666666667
profitable,9.1,1,9.1
chive,123.1,14,8.792857142857143
aaron,27.5,3,9.166666666666666
ranked,27.4,3,9.133333333333333
ice,5869.3,716,8.197346368715085
cima,9.0,1,9.0
including,455.1,54,8.427777777777779
empower,9.6,1,9.6
louisiana,18.4,2,9.2
travel,78.4,9,8.711111111111112
chilequilles,9.3,1,9.3
demand,37.5,5,7.5
owned,60.3,7,8.614285714285714
artistic,8.3,1,8.3
delete,8.1,1,8.1
greens,196.7,23,8.552173913043477
echt,9.3,1,9.3
locals,134.3,16,8.39375
rhy,9.3,1,9.3
sorprendenti,8.4,1,8.4
ungreasy,8.9,1,8.9
offerte,9.4,1,9.4
mochaccinno,8.9,1,8.9
wrecky,9.4,1,9.4
herbivore,15.5,2,7.75
broccolini,8.8,1,8.8
party,642.7,77,8.346753246753247
sleeping,8.3,1,8.3
message,26.9,3,8.966666666666667
britney,9.0,1,9.0
fixin,26.0,3,8.666666666666666
marjoram,8.7,1,8.7
reader,9.4,1,9.4
banyak,9.4,1,9.4
oasis,26.3,3,8.766666666666667
confusing,130.2,15,8.68
fridges,7.2,1,7.2
titles,45.5,5,9.1
blind,8.9,1,8.9
booking,27.4,4,6.85
mozz,146.5,17,8.617647058823529
fishburger,9.3,1,9.3
pro,290.3,34,8.538235294117648
nasil,9.4,1,9.4
roaster,34.2,4,8.55
quack,9.1,1,9.1
jenis,8.7,1,8.7
decibels,9.0,1,9.0
helping,26.5,3,8.833333333333334
dive,97.2,13,7.476923076923077
merge,9.0,1,9.0
sobaya,16.7,2,8.35
kkr,9.4,1,9.4
golly,18.3,2,9.15
yesterday,74.1,9,8.233333333333333
noth,8.1,2,4.05
olmazs,9.5,1,9.5
ebt,36.6,5,7.32
sparkler,18.2,2,9.1
asparagus,213.4,24,8.891666666666667
execrable,8.2,1,8.2
madmancino,8.7,1,8.7
vem,17.4,2,8.7
overflow,8.8,1,8.8
precios,43.3,5,8.66
orderingoffmenu,9.2,1,9.2
malfatti,54.4,6,9.066666666666666
persuasive,9.1,1,9.1
wil,9.3,1,9.3
berets,9.4,1,9.4
undoubtedly,41.0,5,8.2
gathering,17.7,2,8.85
vegetable,424.5,49,8.66326530612245
stevie,9.5,1,9.5
puglia,9.1,1,9.1
nix_vegetarian_greenwich_village,9.1,1,9.1
winkle,8.7,1,8.7
eatocracy,9.6,1,9.6
daiquiri,34.2,4,8.55
marc,18.4,2,9.2
gmail,9.6,1,9.6
estava,9.5,1,9.5
cushy,9.1,1,9.1
raven,9.2,1,9.2
prone,7.8,1,7.8
gimme,72.4,8,9.05
unlocked,17.5,2,8.75
rodents,9.4,1,9.4
fratty,21.3,3,7.1000000000000005
bonitas,8.7,1,8.7
seiro,16.7,2,8.35
marca,9.2,1,9.2
cornbread,130.2,15,8.68
roomiest,9.3,1,9.3
strude,9.6,1,9.6
monbrison,18.6,2,9.3
horrendously,9.1,1,9.1
melody,8.2,1,8.2
guuuud,9.3,1,9.3
pie,2889.4,352,8.208522727272728
countries,9.4,1,9.4
competition,66.4,8,8.3
dean,130.4,16,8.15
furniture,45.5,5,9.1
nerw,8.8,1,8.8
buscadlas,9.3,1,9.3
donas,9.4,2,4.7
mithalten,9.1,1,9.1
visit,1157.7,139,8.328776978417267
sunset,17.4,2,8.7
recipe,147.3,18,8.183333333333334
multi,44.5,5,8.9
tarragon,25.4,3,8.466666666666667
poke,17.3,2,8.65
vcs,8.7,1,8.7
unforgetable,9.3,1,9.3
sausages,60.3,7,8.614285714285714
stocking,8.8,1,8.8
oc,9.5,1,9.5
wondered,18.5,2,9.25
smokeshack,126.4,14,9.028571428571428
instagramming,9.1,1,9.1
dieters,18.2,2,9.1
committing,9.3,1,9.3
improved,17.4,2,8.7
affairs,8.7,1,8.7
unrgh,9.4,1,9.4
pressed,249.4,29,8.6
onigir,8.5,1,8.5
parma,63.5,7,9.071428571428571
bete,9.2,1,9.2
considered,60.3,7,8.614285714285714
strong,1168.3,138,8.465942028985507
otro,27.3,3,9.1
merengue,9.2,1,9.2
mouthgasm,9.1,1,9.1
paccheri,9.5,1,9.5
grazie,9.6,1,9.6
boyfriend,71.2,8,8.9
moving,101.2,12,8.433333333333334
understanding,9.1,1,9.1
fala,9.5,1,9.5
schnitzel,81.3,9,9.033333333333333
toddler,6.5,1,6.5
beaten,9.3,1,9.3
quattro,63.5,7,9.071428571428571
cosa,18.3,2,9.15
nest,50.3,8,6.2875
neil,9.6,1,9.6
measures,9.1,1,9.1
introduce,9.0,1,9.0
brewing,43.9,5,8.78
thicker,53.4,6,8.9
boredom,9.2,1,9.2
sniffing,9.5,1,9.5
afternoons,78.3,9,8.7
eskiden,9.4,1,9.4
hottest,64.1,8,8.0125
yolks,27.4,3,9.133333333333333
disfruta,9.3,1,9.3
spiteful,9.4,1,9.4
mesh,9.4,1,9.4
downright,17.4,2,8.7
refreshingly,9.2,1,9.2
frere,9.3,1,9.3
serem,18.4,2,9.2
gebratene,9.5,1,9.5
lathered,9.0,1,9.0
desired,103.7,13,7.976923076923077
shame,111.3,13,8.561538461538461
wiman,9.5,1,9.5
cranberry,205.4,26,7.9
hygiene,9.1,1,9.1
jalapeno,79.1,9,8.788888888888888
quesadillas,241.3,30,8.043333333333333
split,696.7,82,8.496341463414634
fukeeeeeeeeer,9.1,1,9.1
aroma,172.5,25,6.9
reservations,750.3,84,8.932142857142857
batard,9.4,1,9.4
euphoria,27.1,4,6.775
pites,8.8,1,8.8
rezzie,9.5,1,9.5
regorge,9.5,1,9.5
instrumental,7.3,1,7.3
elitists,9.2,1,9.2
wave,35.5,4,8.875
bluster,9.4,1,9.4
ryan,108.3,12,9.025
dingalingling,8.9,1,8.9
seasoning,110.3,13,8.484615384615385
word,326.3,39,8.366666666666667
detracts,9.1,1,9.1
muslim,9.4,1,9.4
fam,27.3,3,9.1
peoples,8.7,1,8.7
flap,8.9,1,8.9
stale,81.4,10,8.14
olympia,7.3,1,7.3
evidently,9.0,1,9.0
pratinhos,9.1,1,9.1
regale,9.0,1,9.0
divinos,9.4,1,9.4
mcj,9.5,1,9.5
kao,18.1,2,9.05
apetizers,9.4,1,9.4
obliterate,9.3,1,9.3
windy,18.4,2,9.2
bonzini,6.5,1,6.5
culinary,150.4,17,8.847058823529412
booster,18.1,2,9.05
anything!,9.1,1,9.1
played,69.7,9,7.7444444444444445
kaki,8.5,1,8.5
devils,180.3,20,9.015
dissolved,9.1,1,9.1
nihon,8.5,1,8.5
spurted,9.1,1,9.1
amazon,9.6,1,9.6
alas,17.4,2,8.7
briskets,18.3,2,9.15
reassure,8.4,1,8.4
mandatorio,9.5,1,9.5
avola,18.6,2,9.3
aperol,139.2,17,8.188235294117646
ignored,51.3,6,8.549999999999999
variants,8.7,1,8.7
dreads,16.1,2,8.05
sua,18.3,2,9.15
larda,9.5,1,9.5
watermelom,8.6,1,8.6
be,12358.3,1504,8.216954787234043
ch,25.3,3,8.433333333333334
swt,9.2,1,9.2
foward,8.7,1,8.7
evarrrr,8.6,1,8.6
observas,9.4,1,9.4
tokens,9.6,1,9.6
lasagna,231.5,27,8.574074074074074
bouquet,9.6,1,9.6
skinless,16.3,2,8.15
retrained,9.3,1,9.3
poopachino,6.8,1,6.8
browned,18.4,2,9.2
experimentar,63.4,7,9.057142857142857
amazingly,356.3,41,8.690243902439025
mageoki,8.5,1,8.5
workspace,17.3,2,8.65
truffle,1008.3,124,8.131451612903225
sooner,27.1,3,9.033333333333333
lagosta,27.4,3,9.133333333333333
invisible,15.3,2,7.65
nachfragen,9.6,1,9.6
popeyes,8.4,1,8.4
kneel,8.7,1,8.7
oturup,9.3,1,9.3
independence,6.6,1,6.6
yakidon,8.5,1,8.5
sara,27.3,3,9.1
promptly,9.3,1,9.3
quieran,9.5,1,9.5
diplomat,8.8,1,8.8
atar,27.4,3,9.133333333333333
acura,9.5,1,9.5
extraordinaire,8.9,1,8.9
hardened,8.5,1,8.5
lin,33.4,4,8.35
nation,30.5,4,7.625
tasted,856.3,99,8.64949494949495
angeles,17.4,2,8.7
shatteringly,9.4,1,9.4
takoyaki,137.5,19,7.2368421052631575
nabbing,9.1,1,9.1
balth,9.4,1,9.4
faultless,9.1,1,9.1
connection,31.3,4,7.825
haricots,18.3,2,9.15
katzsdelicatessen,9.3,1,9.3
chestnuts,9.4,1,9.4
mobbed,33.4,4,8.35
pacifico,17.3,2,8.65
grill,280.3,33,8.493939393939394
primarily,8.1,1,8.1
madame,9.2,1,9.2
ruis,9.6,1,9.6
chic,149.7,18,8.316666666666666
skylights,9.4,1,9.4
tends,74.4,9,8.266666666666667
reasonably,432.7,51,8.484313725490196
tacco,9.1,1,9.1
wintertime,9.4,1,9.4
romana,36.5,4,9.125
singha,27.1,3,9.033333333333333
stiff,17.2,2,8.6
terrasse,9.5,1,9.5
bello,18.5,2,9.25
frappe,35.3,4,8.825
color,97.2,12,8.1
knows,219.4,25,8.776
giorno,9.1,1,9.1
slush,45.1,5,9.02
teri,8.4,1,8.4
spiciest,8.9,1,8.9
housewife,9.5,1,9.5
sogood,8.7,1,8.7
moderately,34.5,4,8.625
creamed,39.5,5,7.9
clay,9.4,1,9.4
hamburgers,88.4,10,8.84
tatsuta,25.4,3,8.466666666666667
franchise,18.5,2,9.25
dwelling,7.5,1,7.5
corta,9.1,1,9.1
what,4652.3,552,8.428079710144928
wrath,18.2,2,9.1
lambrucha,8.9,1,8.9
stance,17.4,2,8.7
woodstock,9.2,1,9.2
remainder,9.2,1,9.2
ono,9.2,1,9.2
inclusive,8.9,1,8.9
gesturing,9.3,1,9.3
receipts,37.5,5,7.5
liiketoimintasuunnitelma,9.5,1,9.5
diavola,9.4,1,9.4
attenzione,17.3,2,8.65
ahi,71.5,9,7.944444444444445
dios,6.5,1,6.5
freelance,7.1,1,7.1
andrade,9.4,1,9.4
brut,9.4,1,9.4
comically,16.7,2,8.35
farre,9.4,1,9.4
ease,26.1,3,8.700000000000001
cartel,8.7,1,8.7
ipads,9.1,1,9.1
talking,132.5,15,8.833333333333334
phos,9.3,1,9.3
western,26.3,3,8.766666666666667
fussy,18.6,2,9.3
estaly,9.5,1,9.5
loco,15.6,2,7.8
mmmmmmmmmmmm,9.1,1,9.1
tksgiving,8.8,1,8.8
bitch,111.7,13,8.592307692307692
provides,60.4,7,8.628571428571428
malchiato,6.8,1,6.8
originally,9.3,1,9.3
snicker,18.4,2,9.2
optional,52.4,6,8.733333333333333
consume,15.6,2,7.8
heirloom,120.9,15,8.06
stillers,12.5,2,6.25
moda,9.6,1,9.6
yearly,8.8,1,8.8
weenies,9.3,1,9.3
caffeinate,8.3,1,8.3
advocate,18.4,2,9.2
snow,107.5,14,7.678571428571429
gai,18.4,2,9.2
crafty,9.4,1,9.4
lannam,8.3,1,8.3
hoo,18.4,2,9.2
aussi,9.6,1,9.6
garnished,27.4,3,9.133333333333333
doubling,9.2,1,9.2
wiry,9.1,1,9.1
musttry,8.7,1,8.7
liz,9.4,1,9.4
lait,183.4,22,8.336363636363636
anymore,186.7,22,8.486363636363636
sentimental,9.4,1,9.4
butta,8.7,1,8.7
meatball,318.6,36,8.850000000000001
ment,8.1,1,8.1
enhoque,9.5,1,9.5
tourist,266.7,31,8.603225806451613
batch,65.7,8,8.2125
forces,9.2,1,9.2
inaugural,7.5,1,7.5
written,47.5,6,7.916666666666667
qualifier,9.4,1,9.4
rednecks,9.4,1,9.4
puede,24.5,3,8.166666666666666
entree,466.3,56,8.326785714285714
cenato,9.5,1,9.5
sli,9.0,1,9.0
akamura,54.4,6,9.066666666666666
shank,18.3,2,9.15
productions,8.9,1,8.9
knees,16.5,2,8.25
boki,18.1,2,9.05
cradled,9.4,1,9.4
marketers,9.4,1,9.4
wonderful,1402.3,163,8.603067484662576
sucesso,8.7,1,8.7
surpassingly,7.3,1,7.3
several,261.3,30,8.71
breadi,9.4,1,9.4
dort,9.3,1,9.3
pasaj,8.7,1,8.7
yep,80.3,9,8.922222222222222
cheat,33.9,4,8.475
straws,79.3,9,8.81111111111111
class,200.3,23,8.708695652173914
packets,31.1,4,7.775
coffees,277.4,33,8.406060606060606
singing,17.4,2,8.7
tile,9.3,1,9.3
secci,9.5,1,9.5
atencioso,9.4,1,9.4
powered,44.4,5,8.879999999999999
backroom,9.3,1,9.3
google,80.3,9,8.922222222222222
nyfoodeedotcom,9.4,1,9.4
mommy,18.5,2,9.25
mdash,9.1,1,9.1
bunch,272.7,33,8.263636363636364
chunks,199.2,23,8.660869565217391
firm,26.5,3,8.833333333333334
thousand,26.3,3,8.766666666666667
unevenness,9.2,1,9.2
chocolate.,9.1,1,9.1
movie,208.4,26,8.015384615384615
bumped,9.5,1,9.5
unlock,47.3,6,7.883333333333333
top,2501.3,292,8.56609589041096
tickets,35.3,4,8.825
mind,753.3,86,8.759302325581395
ripened,9.1,1,9.1
usable,7.5,1,7.5
stf,9.3,1,9.3
unges,9.4,1,9.4
members,33.3,4,8.325
chengdu,8.8,1,8.8
thomas,18.1,2,9.05
scowling,17.3,2,8.65
tupac,9.1,1,9.1
rescue,9.6,1,9.6
hiatus,9.4,1,9.4
allt,8.9,1,8.9
outing,16.5,2,8.25
charcuterie,140.5,16,8.78125
mientras,18.3,2,9.15
mussels,298.3,36,8.286111111111111
bodum,9.2,1,9.2
blogspot,27.3,3,9.1
bowl,1611.4,191,8.436649214659687
snapchat,9.1,1,9.1
mess,253.7,30,8.456666666666667
dairy,341.1,40,8.5275
deluxe,132.1,15,8.806666666666667
rely,9.3,1,9.3
concession,9.4,1,9.4
entirety,17.8,2,8.9
although,476.2,55,8.658181818181818
reviver,9.3,1,9.3
carvers,18.3,2,9.15
moment,164.4,19,8.65263157894737
temped,9.2,1,9.2
squirt,18.3,2,9.15
keeping,70.3,9,7.811111111111111
decidedly,8.9,1,8.9
macadamia,27.6,3,9.200000000000001
radar,18.2,2,9.1
doesnt,33.8,4,8.45
nose,33.2,4,8.3
alive,17.0,2,8.5
bal,9.4,1,9.4
buzzing,45.4,5,9.08
simit,45.4,5,9.08
aromas,16.5,2,8.25
elbow,9.3,1,9.3
touchtunes,6.5,1,6.5
cuz,79.3,9,8.81111111111111
cor,62.4,7,8.914285714285715
ding,8.3,1,8.3
reheat,8.8,1,8.8
video,102.7,13,7.9
vegan,1627.4,202,8.056435643564356
shove,9.4,1,9.4
thoughtful,60.6,7,8.657142857142857
density,9.5,1,9.5
insulting,9.6,1,9.6
unfavorable,9.4,1,9.4
boylston,9.4,1,9.4
ida,8.4,1,8.4
backpackers,9.4,1,9.4
noblia,18.4,2,9.2
oils,26.5,3,8.833333333333334
pregnant,15.8,2,7.9
toms,9.4,1,9.4
closely,9.3,1,9.3
lafayette,252.3,29,8.700000000000001
funk,18.1,2,9.05
verstehen,9.3,1,9.3
manner,17.6,2,8.8
skeevy,9.3,1,9.3
stream,17.2,2,8.6
craved,16.6,2,8.3
wilson,26.4,3,8.799999999999999
divino,9.5,1,9.5
liking,105.4,12,8.783333333333333
breather,9.2,1,9.2
muchos,9.3,1,9.3
ikea,26.5,3,8.833333333333334
spagetti,18.5,2,9.25
flushing,35.9,4,8.975
offered,179.4,21,8.542857142857143
sheets,9.1,1,9.1
mmh,17.7,2,8.85
mice,36.4,5,7.279999999999999
fazem,9.3,1,9.3
association,9.4,1,9.4
fluff,9.2,1,9.2
enjoyable,168.7,20,8.434999999999999
blend,316.5,38,8.328947368421053
lunchtime,152.5,18,8.472222222222221
fishcake,9.1,1,9.1
rai,18.1,4,4.525
gay,234.7,28,8.382142857142856
operative,8.7,1,8.7
disfrut,9.2,1,9.2
amabilidad,9.3,1,9.3
kurosawa,8.6,1,8.6
amusing,9.5,1,9.5
optez,9.6,1,9.6
harassed,8.2,1,8.2
joe,574.3,70,8.204285714285714
cleaver,9.2,1,9.2
mazzy,7.5,1,7.5
introduction,18.1,2,9.05
outlet,53.5,7,7.642857142857143
gnome,9.6,1,9.6
meh...,9.4,1,9.4
ippkudo,9.1,1,9.1
stamped,9.3,1,9.3
ppig,9.3,1,9.3
green,2991.7,364,8.218956043956043
chinelo,9.5,1,9.5
satisfied,101.7,12,8.475
hikata,9.4,1,9.4
steaming,43.3,5,8.66
tight,185.4,21,8.82857142857143
nos,71.4,12,5.95
upload,9.2,1,9.2
restaurante,167.4,19,8.810526315789474
stawberry,8.9,1,8.9
orlin,45.2,5,9.040000000000001
bike,104.2,13,8.015384615384615
assado,9.3,1,9.3
dubbed,8.1,1,8.1
aperitivi,9.1,1,9.1
convention,9.5,1,9.5
qwirky,8.8,1,8.8
giddyup,9.2,1,9.2
drippers,9.2,1,9.2
caponata,72.4,8,9.05
ist,27.3,3,9.1
pen,7.5,1,7.5
imperd,45.4,5,9.08
classy,168.7,20,8.434999999999999
grub,93.7,11,8.518181818181818
cones,167.2,19,8.799999999999999
encapsulates,8.9,1,8.9
pathetic,22.5,3,7.5
yedim,9.4,1,9.4
orchestra,18.1,2,9.05
alcoholic,87.2,10,8.72
sobremesas,27.5,3,9.166666666666666
diabeetus,8.8,1,8.8
toko,9.5,1,9.5
wage,9.5,1,9.5
mikan,9.4,1,9.4
billy,54.4,6,9.066666666666666
mist,12.5,2,6.25
tao,16.7,2,8.35
jajajjaa,9.3,1,9.3
fight,78.4,9,8.711111111111112
perros,9.4,1,9.4
majorly,8.2,1,8.2
fullest,8.7,1,8.7
punto,9.3,1,9.3
spring,881.7,104,8.477884615384616
tartufo,52.7,6,8.783333333333333
bacon,1998.3,246,8.123170731707317
esque,33.7,4,8.425
lips,51.1,6,8.516666666666667
parking,34.7,4,8.675
pignoli,9.3,1,9.3
cheery,17.3,2,8.65
emmm,9.0,1,9.0
marathon,9.4,1,9.4
ripped,34.0,4,8.5
pilgrim,9.4,1,9.4
merita,9.5,1,9.5
insightful,8.6,1,8.6
squeezes,9.0,1,9.0
pulverized,9.0,1,9.0
sandduichinhos,9.4,1,9.4
the,78588.3,14029,5.6018461757787446
oriental,18.4,2,9.2
madeira,9.4,1,9.4
tbere,8.8,1,8.8
maiden,9.3,1,9.3
in,34199.3,4361,7.842077505159367
export,9.5,1,9.5
forever_stamps,6.5,1,6.5
chocolate_heaven,9.0,1,9.0
joked,9.2,1,9.2
ignorant,9.4,1,9.4
weary,16.3,2,8.15
buckle,8.1,1,8.1
picles,9.3,1,9.3
marg,94.4,11,8.581818181818182
ukranian,54.1,6,9.016666666666667
abundance,27.1,3,9.033333333333333
encouraging,9.1,1,9.1
brighten,8.7,1,8.7
radı,9.4,1,9.4
tindersticks,9.1,1,9.1
sections,17.5,2,8.75
colombia,6.8,1,6.8
lactoids,9.3,1,9.3
ribeye,137.7,17,8.1
aviation,9.3,1,9.3
sache,9.3,1,9.3
laced,18.3,2,9.15
boutique,60.3,7,8.614285714285714
cop,18.1,2,9.05
otherwise,474.3,58,8.177586206896551
vegetariana,18.4,2,9.2
halumi,21.5,3,7.166666666666667
tonkatsu,124.4,14,8.885714285714286
dibs,9.4,1,9.4
condescension,8.9,1,8.9
naughty,18.2,2,9.1
banging,24.7,3,8.233333333333333
preferable,9.2,1,9.2
wich,18.0,2,9.0
wrapping,17.9,2,8.95
omnivore,8.7,1,8.7
michiko,9.4,1,9.4
deliver,78.3,9,8.7
electrical,27.3,4,6.825
chantilly,8.7,1,8.7
higly,9.3,1,9.3
montalban,9.6,1,9.6
politics,9.3,1,9.3
pomelo,9.1,1,9.1
slimy,25.2,3,8.4
crudite,9.1,1,9.1
roam,9.5,1,9.5
ratchet,17.2,2,8.6
kiboso,9.6,1,9.6
bulgogi,104.5,13,8.038461538461538
pienses,9.3,1,9.3
lasagne,45.5,5,9.1
francophilic,9.4,1,9.4
xmas,35.7,4,8.925
modafakin,9.4,1,9.4
dang,17.1,2,8.55
brine,17.8,2,8.9
tobey,18.3,2,9.15
meatpacking,27.1,3,9.033333333333333
salivate,9.4,1,9.4
wing,59.3,8,7.4125
snl,24.1,3,8.033333333333333
katsukare,8.8,1,8.8
os,363.4,45,8.075555555555555
entrando,8.7,1,8.7
grad,9.2,1,9.2
origin,176.2,21,8.390476190476189
molto,42.5,7,6.071428571428571
coworkers,18.1,2,9.05
kills,8.4,1,8.4
advertising,8.7,1,8.7
chest,9.4,1,9.4
cro,9.2,1,9.2
woulda,16.8,2,8.4
surfeit,8.2,1,8.2
appreciated,35.6,4,8.9
moussaka,8.0,1,8.0
abita,18.4,2,9.2
edamame,45.4,6,7.566666666666666
boom,150.2,17,8.835294117647058
flavourful,9.2,1,9.2
gobble,9.4,1,9.4
depends,25.3,3,8.433333333333334
overheard,9.5,1,9.5
quicky,7.6,1,7.6
urban,88.4,10,8.84
foreigners,9.5,1,9.5
who,1778.3,215,8.271162790697675
anachronistic,8.2,1,8.2
exceeded,17.4,2,8.7
kunis,9.3,1,9.3
cord,8.5,1,8.5
thumping,8.9,1,8.9
dull,9.4,1,9.4
humor,8.9,1,8.9
traditionally,25.3,3,8.433333333333334
cucumbers,214.1,26,8.234615384615385
disclaimer,9.3,1,9.3
lifes,14.7,2,7.35
spiked,88.4,10,8.84
creepy,16.4,2,8.2
grownyc,9.6,1,9.6
iinto,7.8,1,7.8
hunting,62.3,7,8.9
donation,8.7,2,4.35
gotta,521.3,60,8.688333333333333
studenty,9.1,1,9.1
rivington,34.3,4,8.575
porter,17.1,2,8.55
gladly,43.4,5,8.68
aspargos,9.6,1,9.6
golden,316.2,36,8.783333333333333
grebiche,9.0,1,9.0
uncomplicated,9.1,1,9.1
saboroso,43.3,5,8.66
watercress,15.2,2,7.6
dependable,16.4,2,8.2
importa,9.5,1,9.5
gave,210.3,25,8.412
found,693.4,82,8.456097560975609
bolum,9.4,1,9.4
misoya,9.1,1,9.1
holla,9.3,1,9.3
queijo,138.5,17,8.147058823529411
sont,45.4,5,9.08
ferrero,9.3,1,9.3
cremated,9.4,1,9.4
garbanzo,16.5,2,8.25
spell,32.5,4,8.125
melissa,26.1,3,8.700000000000001
noticeably,26.3,3,8.766666666666667
texpat,9.4,1,9.4
jizz,8.7,1,8.7
mansouri,9.3,1,9.3
yuji,8.9,1,8.9
meh.,9.4,1,9.4
pulp,17.4,2,8.7
leuwins,9.2,1,9.2
oooooooh,9.1,1,9.1
servido,35.1,4,8.775
ticos,9.1,1,9.1
mentally,17.1,2,8.55
soccer,8.7,1,8.7
understated,25.8,3,8.6
gawk,8.1,1,8.1
firstworldproblems,9.0,1,9.0
elizabeth,45.3,5,9.059999999999999
wimp,17.9,2,8.95
tuned,14.8,2,7.4
computers,9.2,1,9.2
microwaved,16.5,2,8.25
shitake,45.2,5,9.040000000000001
blemente,9.4,1,9.4
placemat,8.8,1,8.8
rich,1294.3,154,8.404545454545454
wish,691.3,82,8.430487804878048
saturdays,135.3,16,8.45625
kiri,17.5,2,8.75
belajar,9.4,1,9.4
respite,16.1,2,8.05
preeminence,9.4,1,9.4
dai,9.6,1,9.6
stella,15.5,2,7.75
nachkatzen,9.0,1,9.0
stand,693.7,80,8.67125
broiled,51.3,6,8.549999999999999
provide,106.4,12,8.866666666666667
chik,8.8,1,8.8
interestingdecor,9.3,1,9.3
muck,9.1,1,9.1
lindsey,15.5,2,7.75
welcoming,115.2,13,8.861538461538462
selicioso,7.8,1,7.8
bomer,8.9,1,8.9
spumante,9.5,1,9.5
niche,17.3,2,8.65
channeling,9.4,1,9.4
binded,9.5,1,9.5
salto,18.3,2,9.15
pouring,44.4,5,8.879999999999999
sculptures,9.4,1,9.4
letting,24.5,3,8.166666666666666
cada,8.7,1,8.7
himmelsk,9.4,1,9.4
hangers,18.1,2,9.05
kinks,18.1,2,9.05
shud,15.5,2,7.75
eat,4758.3,558,8.52741935483871
per,546.3,67,8.153731343283582
bothers,9.1,1,9.1
sociable,8.0,1,8.0
vacant,8.7,1,8.7
ratatouille,25.4,3,8.466666666666667
extracted,8.8,1,8.8
rinds,9.4,1,9.4
quiches,42.5,5,8.5
claustrophobia,8.3,1,8.3
borge,9.4,1,9.4
comida,557.3,66,8.443939393939393
barstools,6.9,1,6.9
foamy,44.2,5,8.84
poter,9.5,1,9.5
thurs,77.9,9,8.655555555555557
marvelous,18.4,2,9.2
today,682.3,83,8.220481927710843
wifi,2779.4,363,7.656749311294766
biergarten,18.3,2,9.15
burning,68.6,8,8.575
chere,8.8,1,8.8
cuties,16.7,2,8.35
pobre,9.3,1,9.3
georgous,8.1,1,8.1
lurgashall,9.6,1,9.6
aupistou,9.2,1,9.2
primo,8.7,1,8.7
arroz,186.3,21,8.871428571428572
veryyyyy,9.3,1,9.3
nausea,9.1,1,9.1
mcnallyjackson,9.5,1,9.5
chicharones,8.9,1,8.9
did,882.3,105,8.402857142857142
ginger,1312.4,156,8.412820512820513
kalamnsi,8.3,1,8.3
dehumidifier,8.7,1,8.7
quickest,9.2,1,9.2
oreo,177.7,20,8.885
frijolitos,9.4,1,9.4
indispens,9.3,1,9.3
habanero,173.3,21,8.252380952380953
pedestals,8.1,1,8.1
towels,18.4,2,9.2
genial,62.4,7,8.914285714285715
tender,437.3,51,8.574509803921568
vengan,9.5,1,9.5
volte,18.3,2,9.15
splurge,177.4,20,8.870000000000001
marnier,9.6,1,9.6
rosewater,9.1,1,9.1
winkles,9.1,1,9.1
