unigram,score
embezzle,7.2
acuerdo,9.4
trademark,9.1
outfuckingstand,6.9
hell,8.559999999999999
grizzle,9.0
waiting,8.725
franchise,9.4
chai,8.337254901960799
floss,8.8
knife,7.8
success,9.25
grill,8.570370370370373
nostalgic,7.6000000000000005
rettung,7.1
satiate,6.5
spicey,8.899999999999999
frothy,9.2
blue,8.820833333333331
periogy,9.1
safer,6.6
heaven,8.98620689655173
nutrition,9.0
novice,8.35
halal,8.1
overreach,9.0
absurdly,9.4
take,9.105541303232593
delice,9.0
vaguely,8.0
surprised,8.466666666666667
twist,8.66190476190476
pack,8.351515151515152
okonomayakus,9.4
crumble,8.6125
splitting,8.275
literal,9.2
offer,8.513888888888884
pauwei,9.3
samurai,9.36
whimsical,9.0
onion,8.002083333333335
redeem,8.2
bimimbop,9.3
lap,9.1
plant,8.633333333333331
alice,7.8
administer,9.0
crappy,7.45
giorno,9.1
uncompromise,8.4
container,8.81111111111111
honeycrisp,9.4
yer,9.233333333333333
anchovy,8.9
metade,8.1
yakissoba,8.8
milcrepe,9.2
beauty,8.7
transportingly,9.0
pickled,8.92
saw,9.2
amoooo,9.0
drench,8.5
pepe,9.018181818181818
vice,8.6
drinkie,8.7
tavuk,9.2
horrendously,9.1
chemical,9.4
lhbtlikestilling,7.1
interest,9.2
vegg,9.0
early,8.794366197183106
right,8.638582677165362
turf,9.1
remove,8.475
temporary,9.1
biz,9.083333333333334
hidden,8.900000000000002
pecorino,9.1
inflated,8.7
cheesesteak,8.922222222222222
souvenir,8.9
overhear,7.3
impart,9.0
comforting,9.1
beth,9.0
instrumental,7.3
invite,8.14
patty,7.9
clever,9.149999999999999
fatty,8.772727272727273
recreate,9.1
martinis,9.0
valrhona,9.1
court,8.1
toddler,6.5
wholly,9.0
forty,9.0
haves,8.785714285714286
issue,8.0375
aus,7.1
medley,8.620000000000001
jalpeno,7.6
wow,8.84722222222222
chalkboard,8.7
broccoli,8.435897435897434
remain,8.9125
tht,8.0
stiller,8.6
kwak,9.3
kucuk,8.1
cups,8.55
tray,7.55
fluorescent,8.649999999999999
overtake,9.1
combo,8.64888888888889
tandoor,9.1
zippy,9.1
gosta,9.0
ouch,9.2
habenero,8.2
gordo,8.9
pussycat,9.0
mile,8.66
superbly,8.5
orgasm,8.714285714285715
apropo,8.6
rezzy,9.2
complain,8.235714285714286
execute,8.466666666666667
swift,9.2
tem,8.4
karina,9.1
bullion,9.1
kookies,9.1
yaki,8.636363636363637
classy,8.65
diver,9.4
piping,8.0
pastel,9.2
appreciate,8.950000000000001
ideally,6.8
invention,8.4
neat,8.7
creame,8.9
marinate,9.0
foil,8.9
shingo,8.4
couple,8.571874999999999
bus,8.366666666666667
guide,8.666666666666666
soy,8.412000000000006
recent,9.3
loooong,7.85
fishball,8.0
surroundings,8.7
rustic,8.725
naked,7.2
from,8.568529411764683
magazine,7.583333333333333
suppose,8.52
cap,8.557142857142855
entertaining,7.550000000000001
tribeca,9.2
personalized,9.2
experience,8.934666666666676
pouco,9.2
vid,8.9
pass,8.406896551724136
dominche,9.2
refrain,8.55
strip,8.610000000000001
fave,8.857777777777777
pastrami,9.1
heat,8.7
typically,8.95
stack,8.633333333333333
effect,8.75
toddy,8.6
sear,8.9375
exxon,9.2
sophistication,9.1
approval,8.7
appetizing,9.4
baijiu,9.2
froth,8.4
quiero,8.6
maine,9.3
station,7.733333333333333
contain,8.3875
blast,7.8
foncy,9.1
floor,7.607692307692308
brainfreeze,9.2
minority,8.7
powder,8.65
over,8.683687943262429
dry,8.923376623376626
suckao,9.0
drone,7.2
varenyky,9.1
couch,7.8
solo,9.3
charity,8.3
eastern,9.1
add,8.721538461538472
proudly,7.3
belong,9.233333333333334
typical,8.186666666666666
focaccine,9.1
direct,9.1
charm,9.0
restart,8.3
baristo,8.7
lait,8.137500000000001
inspiring,8.7
shutter,9.1
junk,7.5
grab,8.33516483516484
shirley,8.6
young,8.261538461538462
tomate,7.8
omg,8.899999999999999
tampura,8.5
waffles,9.014285714285714
cane,7.8999999999999995
blended,9.075
blogging,9.0
paradise,9.042857142857143
live,8.629166666666666
quejio,8.0
staple,8.96153846153846
adequate,6.8
tear,8.933333333333334
interact,9.1
phoga,7.6
newer,9.0
omellette,7.6
cookbook,9.200000000000001
suggest,8.885714285714284
grub,8.66
made,9.4
especial,9.174999999999999
preso,7.85
bull,8.799999999999999
when,8.566249999999993
buttery,8.666666666666666
vvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvv,8.9
successful,9.1
bluecheese,7.3
sobremesa,9.0
cabin,6.5
woah,8.933333333333332
anyway,8.928571428571429
thou,9.1
wilted,6.5
thurs,9.3
women,6.9
cherry,8.739999999999998
lipitor,9.0
medallion,9.2
nosh,7.949999999999999
fall,8.694117647058823
terrarium,9.2
veg,8.866666666666667
wsp,6.8
reception,9.2
spinacus,8.1
overly,8.666666666666668
japonais,8.6
moss,7.949999999999999
apathetic,6.8
sadly,8.966666666666667
scatter,8.3
contemporary,9.1
some,8.618711656441704
taqueria,8.86
abrupt,7.6
immitate,9.4
mistaken,8.8
talde,8.5
veggy,8.855555555555553
exotic,8.7
present,9.2
mapo,9.200000000000001
across,8.653333333333332
nutella,8.43181818181818
billiards,9.4
crown,9.2
haber,8.1
afternoon,8.6
liking,8.9
musar,9.4
copetta,9.1
death,9.3
creation,8.830769230769231
unremarkable,9.1
numbing,9.3
competition,8.225
smallish,9.05
dax,9.4
contrary,9.1
freshness,9.1
constant,9.2
chunky,8.75
sophie,8.7
thingy,8.8
hawaiian,8.1
difficult,8.8
sayin,7.5
ansari,8.7
macaroni,8.816666666666668
nutmeg,9.0
kawaii,9.1
dutch,9.033333333333333
distasteful,8.1
avg,9.4
grad,9.2
katsukare,8.8
kid,8.505769230769234
cutter,9.2
yemekleri,9.1
cracker,9.4
passion,8.52
secondmarket,9.1
thumb,8.42
round,8.447058823529412
kittichai,9.1
relief,9.4
milder,7.0
resto,9.1
ushi,8.8
serve,8.857037037036998
decor,8.539393939393936
batter,8.883333333333333
insert,9.05
tatakus,8.8
style,8.79387755102041
cortado,8.83333333333333
son,9.15
skim,8.116666666666667
kenneth,8.7
everrrr,9.1
sherbet,9.166666666666666
clutch,8.875
provamos,9.2
very,9.082140626951489
habit,8.3
forgettable,7.2
paradis,8.6
deli,8.34
tepid,7.6
sleep,8.516666666666666
find,8.468992248062023
bookend,7.1
saluden,9.4
madewell,6.8
page,9.1
attach,9.4
meaty,8.95
max,8.892592592592594
yok,9.0
crunchwrap,6.5
immer,9.0
snooty,8.5
exception,9.1
mobile,7.8
bright,8.5125
locker,8.1
wedding,8.966666666666667
cafee,8.3
arnie,8.7
enfin,7.8
mmm,8.758823529411764
vajay,8.8
charade,6.9
infinitely,8.9
perfect,9.1117511520739
bypasser,6.8
cube,7.699999999999999
toros,8.82666666666667
schmear,8.0
annoyingly,9.4
lemonade,8.538888888888886
obolon,9.1
ricardo,8.7
custo,9.1
lively,8.875
serio,9.1
sweetheart,7.7
worker,8.1
restaff,9.4
playlist,8.875000000000002
virtual,8.2
omnivore,8.7
donate,8.15
pichet,9.1
atmosphere,8.611242603550316
grandma,9.1
entradas,9.4
drinking,9.02727272727273
feta,8.683333333333334
sierra,7.3999999999999995
udon,8.768181818181818
tatsuta,8.6
kathleen,9.1
apply,8.385714285714286
thoroughly,9.4
quote,8.766666666666667
aconseja,9.4
cob,8.45
frat,7.459999999999999
hibernation,9.0
vir,9.0
prik,7.3
space,8.434000000000003
kebob,9.05
boarshead,7.6
campus,8.285714285714286
melty,8.3
yuki,9.4
inconceivably,9.1
linger,7.8
junot,9.3
machiato,7.766666666666666
reem,9.0
act,7.816666666666666
largest,7.566666666666666
mille,9.29090909090909
amber,8.1
plain,8.575862068965513
hpw,9.4
yummers,8.9
unofficial,6.8
zucchini,9.01
tuesday,7.8769230769230765
littlething,7.6
omlette,9.1
steaklar,8.1
des,7.1
sampling,9.15
indiana,9.2
madre,8.2
starchy,9.2
shaped,8.9
ive,8.625
hakamen,9.4
lip,8.3
otra,9.4
ample,9.1
scallop,8.933333333333332
waaaay,9.4
squirt,9.0
top,8.828476821192057
golden,8.987999999999998
tgif,9.1
bot,6.8
melbourne,8.95
viva,7.85
complicated,8.45
frontega,6.8
kaidame,9.4
akamiso,9.4
tater,7.088888888888889
indifferent,8.5
rejeki,9.0
overmarinate,8.1
clandestine,9.4
parmesan,8.425
cikular,9.0
softer,9.125
professional,8.35
postres,9.2
kruveet,9.1
viejo,9.2
excruciate,6.9
ram,8.3
rib,8.782258064516135
exclusively,9.0
wife,9.171428571428573
picante,8.6
gordita,7.466666666666666
laundromat,8.2
atop,9.4
wheat,8.184210526315788
insofar,8.05
catchy,8.7
lugar,8.926666666666666
states,9.2
quicker,7.833333333333333
absolutely,8.692187500000001
enter,8.811111111111112
tipsy,9.0
pinot,8.149999999999999
kaasan,9.0
customer,8.268750000000002
maracuya,9.1
spekuloo,8.45
apparently,8.827272727272726
gindara,9.4
result,8.0
mantarli,9.2
centric,8.6
cheapppp,8.5
like,9.110026147712297
saam,9.4
magnificent,8.879999999999999
sky,9.0
oleh,9.4
dari,9.4
focaccia,9.1
freeze,8.100000000000001
playful,8.15
twenty,6.8
sharpee,8.9
stairwell,9.4
hermosa,9.0
alone,9.056249999999999
fewer,8.966666666666667
viewable,7.7
grind,8.799999999999999
inus,6.8
game,7.965714285714286
patiently,9.4
speckaloo,9.1
chew,8.559999999999999
soba,8.686516853932593
plus,8.667692307692313
ragu,9.11111111111111
recall,8.7
ippudo,9.122585282969732
points,9.1
stress,8.533333333333333
jacques,9.0
robust,9.1
booooom,9.2
yankees,7.2
woooowww,8.9
nuf,9.1
bracket,9.1
program,8.466666666666667
chipoltle,9.1
scotch,9.149999999999999
vejateryan,9.1
after,8.49351351351351
ago,8.522222222222222
wireless,8.4
airier,8.7
caffeine,8.485714285714284
klhoe,9.1
currently,8.642857142857142
note,8.556249999999999
proscuitto,7.449999999999999
clea,7.2
tek,9.4
famed,9.1
thump,9.0
enchilada,7.133333333333333
bargain,7.5
gracefully,7.6
unhurried,9.1
distance,6.65
eel,9.055555555555557
unf,8.9
enlighten,9.2
active,6.8
kalo,9.0
rank,9.266666666666667
moonen,9.4
shhooottttt,7.2
scrapple,9.4
omelet,8.966666666666667
route,8.6
puede,6.8
savor,8.933333333333335
pearnoid,9.4
midwestern,9.1
italy,8.818181818181817
ummmm,9.1
luxe,9.1
cop,6.6
foe,7.2
illegal,9.0
chimichangas,6.6
cycle,9.1
closing,8.64
pleasant,8.65
estupendo,9.2
superbowl,6.9
fixed,9.2
abierto,9.1
dada,8.2
wolaver,7.8
simpatico,6.9
banyak,9.4
marys,6.9
caper,8.540000000000001
nicoise,9.200000000000001
chip,8.658260869565225
faithfully,8.4
chia,8.64
tapioca,8.033333333333333
lotta,9.3
enfe,9.4
communal,8.666666666666666
ghostride,8.9
underside,7.5
wary,8.8
computer,7.82
saganaki,8.0
visita,9.25
ail,8.0
mass,9.0
heladonegro,9.2
delcious,8.7
monday,7.503703703703701
totto,9.285714285714286
mauvais,9.1
confit,8.7
macaronis,8.3
back,8.682352941176473
plead,7.5
welcome,8.566666666666666
etc,8.52
matchmaking,9.0
psychedelic,7.949999999999999
casey,8.866666666666667
incrible,7.3
luck,8.411111111111111
intel,9.1
basketball,7.5
glaze,8.78
outside,8.692
caunt,9.0
shaker,9.2
macaron,8.919999999999995
shared,9.25
fried,8.675000000000008
wei,8.7
rihaku,9.4
recommend,8.775000000000002
undo,8.9
london,8.4
celiac,8.7
hefty,9.0
arbor,9.1
labneh,9.4
fajita,6.85
dog,8.693749999999998
cocktail,8.866666666666674
mercury,9.4
average,8.454054054054055
falafal,8.7
profile,9.2
dope,8.441176470588236
taco,8.467796610169513
intersection,7.433333333333334
shishedo,9.3
barman,9.0
sunrise,8.5
lambrusco,9.1
reuben,8.74
ese,9.4
nigiri,9.4
pom,9.4
kaedama,9.4
below,9.15
harmony,8.649999999999999
burbone,7.2
baller,8.066666666666668
wafels,6.8
sundays,7.9625
peppers,9.275
russian,9.009090909090908
unadon,8.6
wine,8.848951048951065
delish,8.650000000000006
tajine,8.7
transpose,8.7
mail,7.7
burguer,7.6000000000000005
battered,9.0
smother,8.825
yorkers,8.924999999999999
tank,8.4
flatbread,8.31
mal,9.0
apaixonado,9.0
guarniciones,9.0
review,8.663636363636364
regiano,6.9
ohio,9.1
lincecup,8.9
speculoos,7.8
all,9.103339281162546
bathroom,7.870370370370373
calamarus,9.1
attention,8.444444444444445
neopolitan,8.7
cheeseburger,8.541666666666664
chops,8.5
popularity,8.0
girlfriend,7.95
tech,9.0
insider,9.3
prominently,6.2
swag,6.5
layback,8.6
yea,9.1
nevicava,9.1
apetizer,9.4
jonathan,8.6
remodeling,9.1
delerium,6.5
broadway,7.699999999999999
environment,8.334782608695651
graffitus,8.3
yevoli,9.0
genitals,8.8
cornbread,8.625
siracha,8.0
dispuesto,9.0
ajitama,8.7
main,8.685714285714285
marbled,7.2
hybrid,8.7
kbbq,8.6
latex,6.9
buzzfeed,9.1
competitor,8.7
seasoned,8.872727272727271
smile,7.957142857142856
chicpea,9.2
gruyere,8.757142857142856
storefront,9.2
skinless,8.8
emmm,9.0
ammmaaaazing,9.2
stuff,8.828205128205134
complaint,8.7
overdose,9.1
accidental,9.0
orange,8.86296296296296
studious,7.5
wax,8.7
apt,8.133333333333333
facial,8.3
layered,8.433333333333334
romance,9.4
mayhem,7.433333333333333
maguro,9.166666666666666
avenue,9.1
mellow,7.533333333333334
piscatorial,9.1
tropical,8.2
bolo,9.2
nango,9.0
unmarked,8.6
pueblo,9.2
don,8.774999999999999
reservation,9.120592070944372
recomiendo,8.266666666666667
juice,8.658695652173911
adult,8.61111111111111
milanesa,8.2
frappucino,6.699999999999999
noob,9.100000000000001
sorry,8.609090909090908
dynamite,8.4
marmalade,9.1
activity,9.166666666666666
topic,8.6
colorful,9.1
firework,9.4
mermaid,6.5
harvest,9.099999999999998
whatev,8.2
borscht,9.100000000000014
point,8.588524590163935
string,9.081818181818182
essence,9.133333333333333
culinary,9.185714285714285
slammy,9.0
mex,8.9
cesar,9.0
avo,8.6
veal,8.9
cole,8.7
marco,8.7
cheritea,7.5
housemade,8.6
gint,6.5
level,8.759999999999998
rancheros,9.133333333333333
judge,8.325
knick,8.1
macaroon,8.774999999999999
wooden,8.4
sonoma,8.6
plentiful,8.65
swear,8.6
aussies,7.2
pimenta,9.3
bake,9.1
shorter,9.325
concentrated,9.0
calamansi,9.1
biter,8.2
meticulous,7.5
aka,8.566666666666666
grito,9.4
rubio,8.7
abominable,7.8
fudgey,8.3
whimsy,7.7
fue,8.8
irish,7.033333333333334
coffice,8.9
luscious,9.2
nori,8.95
ingeniously,9.2
punch,8.715384615384615
brunchtastic,9.0
thimble,8.9
homeless,7.45
being,9.1
admire,9.2
que,8.904166666666665
delicieux,7.8
canada,8.5
change,8.571153846153848
ameen,8.7
fruition,8.7
item,8.788679245283022
steamer,7.5
yay,7.671428571428571
vegano,9.2
mouthfeel,9.2
shigemi,9.4
steakhouse,8.1
tess,6.8
which,8.727868852459025
parece,9.0
portabella,8.899999999999999
disappointed,8.987499999999999
stressful,7.5
enough,8.69431818181819
balsamic,7.785714285714286
knowledgeable,8.78
citywide,9.1
gateway,6.8
got,8.879999999999999
matador,9.0
retroactive,8.1
pasture,8.0
nigori,9.283333333333333
tween,6.8
vibes,8.372727272727273
gummus,9.0
report,6.8
previous,8.95
mag,8.899999999999999
taiwanese,8.780000000000001
mediterrenean,9.0
defiantly,9.3
unable,8.3
brainer,9.2
minicup,8.8
spiciest,8.9
kfc,6.9
yotsumi,8.5
pricy,8.481250000000001
japanesr,8.7
beranaise,9.1
granola,8.738461538461538
football,6.783333333333334
lao,9.1
concept,8.051851851851849
agar,8.7
solid,8.573267326732681
disappointment,8.857142857142858
white,8.669911504424789
faaar,9.1
rotation,8.2
benton,9.4
case,8.8
stockholm,8.1
boozy,8.9
convenient,8.633333333333335
successfully,9.05
sirloin,8.85
teddy,7.8
gun,9.4
precious,9.4
soon,8.83125
coquille,9.2
how,8.551219512195129
midtown,9.080000000000002
choy,8.925
hers,9.2
gift,8.988888888888887
germans,8.1
float,8.985714285714286
ayirtip,9.0
convection,8.7
pepperoni,8.7
flip,8.5
java,7.42
minestrone,8.1
wolfffffff,7.2
head,8.451515151515151
syringe,9.0
ahem,6.5
hire,8.9
philly,9.207692307692307
romantic,8.916666666666668
distraction,8.1
manager,8.163636363636364
joke,8.946153846153846
unbelievably,8.942857142857143
eco,8.6
shiramuru,9.4
koren,8.7
restock,6.6
bien,8.8
beste,7.1
confusion,8.55
newspaper,7.15
temper,8.3
volcano,8.144444444444444
travel,8.833333333333334
smalls,9.1
gristedes,8.5
reserve,9.030000000000001
whack,9.0
producer,8.6
icey,9.2
avacado,8.8
okinomyaki,8.6
pizzaria,9.05
indulgent,8.6
commitment,9.1
versatile,9.066666666666666
bell,7.040000000000001
hop,8.72
brazen,7.5
chimichanga,7.133333333333334
yamazaki,9.4
burned,9.1
tasteless,8.233333333333333
khao,7.3
venture,6.9
squad,9.1
badu,9.2
buyback,6.5
martin,8.15
vitamin,9.0
watch,8.016831683168324
nation,6.5
adjust,8.14
strong,8.651999999999996
lout,8.8
akumaru,9.4
tune,6.85
amei,9.0
circle,8.85
inexorable,9.1
view,8.75
red,8.689000000000009
blitz,9.1
disaster,8.5
limited,8.607692307692307
kanus,9.4
fresher,8.325
entree,8.729999999999993
gulf,9.2
indiewall,7.8
capres,9.1
tiago,8.7
themey,8.2
journalism,7.1
lowbrow,9.1
much,8.668648648648652
savvy,9.2
boom,9.22
anti,8.366666666666667
legs,8.6
bradshaw,8.899999999999999
fussili,8.1
slather,9.033333333333333
mountain,8.15
fountain,9.133333333333333
tomatos,7.8
severely,8.2
med,7.2
kha,9.1
entirely,8.6
expertly,9.033333333333333
beneath,8.333333333333334
piece,8.682758620689654
bakes,9.2
proof,9.0
thickness,9.4
fryer,7.85
opentable,9.02
sleeper,8.966666666666667
easy,8.696666666666665
thematic,9.2
straight,8.77391304347826
relaunch,8.9
intensely,9.2
address,7.45
bangin,8.783333333333333
sed,9.1
sazerac,9.2
tex,8.2
firmer,9.4
minus,8.057142857142859
stravaganza,9.4
gusto,9.1
nearest,9.1
vape,9.2
less,8.373913043478263
warmer,8.7
pecan,8.212499999999999
shirakawago,9.4
iichiko,9.4
spritz,8.645454545454543
skewer,8.701999999999996
pea,8.648275862068965
wify,7.2
strange,8.55
bongo,9.1
provei,8.6
hopefully,8.583333333333334
kudos,8.5
before,9.111990191017208
respect,8.34
choi,8.6
ditto,9.4
brunette,7.159999999999999
easter,9.2
piccola,9.1
ounce,7.3
culturecultureculture,9.2
lineup,9.4
belly,9.209473684210527
fragola,8.6
face,8.406666666666666
rosemary,8.41875
wurld,9.0
favourite,8.56
half,8.34819277108434
benders,8.9
shiny,8.6
taleggio,9.1
likely,8.459999999999999
harm,9.4
huevo,8.866666666666665
lastly,8.1
portabello,9.1
muita,8.1
apparatus,9.0
establish,9.1
yummm,9.139999999999999
godsend,9.0
dead,8.360000000000001
cel,9.2
frequently,9.1
boast,8.033333333333333
redken,6.8
worst,7.970731707317075
tacco,9.1
chx,6.5
poppy,8.1
log,8.375
tipping,8.2
unit,9.1
extreme,8.65
eod,7.7
ootoya,8.166666666666666
shiso,8.959999999999999
summery,9.4
airdrop,8.8
nachkatzen,9.0
ajak,9.0
shocking,8.1
clouds,6.8
pitch,8.8
family,8.809523809523808
local,8.703225806451613
consequence,9.2
tis,7.2
stone,9.033333333333333
respite,8.2
unfair,9.1
servido,9.0
provide,8.777777777777779
meld,8.85
escarole,9.1
within,8.744444444444445
chef,8.958139534883728
gourmet,8.84
velselka,9.1
disappear,9.4
thinner,9.4
blowing,9.4
hei,9.4
gomez,7.2
argh,7.2
delivery,8.69090909090909
espeso,9.0
sol,9.2
enoki,8.649999999999999
cranky,9.0
seafood,8.830769230769231
nausea,9.1
crackly,8.55
inutile,7.8
later,8.658620689655171
lindt,9.0
staff,8.403238866396759
laura,7.866666666666667
lasagna,9.066666666666666
intrigue,9.4
scattered,7.2
chess,9.1
sauce,8.752316076294258
artificial,8.033333333333333
thhhiiicckk,8.7
current,7.824999999999999
gyro,7.8999999999999995
chrun,8.0
pickiest,8.6
experiment,8.966666666666667
instance,7.2
equally,8.459999999999999
perogie,9.1
nxt,9.0
knicks,7.3
creamery,9.2
haired,7.2
sopa,9.4
felipe,9.2
kingdom,9.1
schnitzel,9.033333333333333
stunner,8.7
project,7.26
empty,8.45238095238095
flavoursome,9.149999999999999
friends,9.1
baja,8.60697674418604
crockery,9.2
woman,8.844444444444445
cheeeeeesy,9.0
foody,9.0
developer,7.2
goin,9.2
naan,9.1
medwell,9.0
lyfe,9.2
piano,8.1
beatles,6.6
nobody,7.966666666666666
production,8.9
connect,6.6
cramp,9.4
poser,7.2
peperonata,9.2
ridic,9.3
headgear,9.1
hipster,8.411111111111111
bitches,9.0
reading,8.2
probado,9.2
neither,7.4
takowasa,8.92
keto,9.0
crab,8.878571428571425
resp,8.3
undeniably,9.4
richmond,7.7
gayet,9.2
rudest,9.3
hooligan,8.9
pichada,9.4
sauvignon,8.1
stand,8.513636363636364
reasonably,8.622222222222222
bomb,8.832558139534886
buena,9.200000000000001
amakura,9.4
fluffy,9.225000000000001
alternative,8.82272727272727
amorino,9.1
regierung,7.1
cellulite,9.0
forza,9.1
yummmyyy,8.0
aromatic,9.4
mussel,8.683333333333335
mochaccino,8.5
btl,6.5
fortunate,9.4
kuboya,9.4
crave,8.15
espresso,8.487974683544312
quesadilla,8.798437499999999
gravitate,9.2
tip,9.112256049961148
gastronomida,9.0
agua,8.7
goooood,9.1
bustlin,8.6
mio,6.5
commit,8.25
millie,9.3
geoff,7.5
van,8.4
these,8.82745098039216
servicee,6.8
tandoori,9.1
sistema,9.0
vej,8.7
cory,7.3
mist,6.65
sloppily,8.4
challah,8.841666666666665
favorite,8.813058419243964
tonight,8.45
cantinero,7.6
never,8.512213740458016
tsukemen,9.4
turtle,9.1
must,8.909698996655502
tenderloin,8.1
iklan,7.2
dpn,9.0
chilly,8.15
einer,7.1
solution,7.3
mona,7.799999999999999
dorm,8.9
india,7.6000000000000005
pit,7.949999999999999
macchiato,8.333333333333334
department,8.850000000000001
supplement,9.0
thanksgiving,8.985714285714286
canh,7.6
tonkotsu,9.12109052126401
graphic,8.25
outrageously,8.95
variedade,9.4
incompetent,8.5
sight,8.85
thur,9.3
trivia,6.8
slowly,8.700000000000001
gravy,8.515384615384614
voluminous,9.1
studenty,9.1
les,9.08
product,8.975
cheesestick,8.5
churn,9.1
kutia,9.1
younger,6.9
greater,9.4
central,8.07
entirety,9.2
cerveza,7.925
conocerlo,9.4
papaya,8.919999999999998
dallas,7.2
glare,8.15
bunch,8.505882352941175
iinto,7.8
memorable,9.099999999999998
killer,8.61463414634146
tosi,9.1
bruleed,9.2
buen,9.25
venison,9.2
greatt,8.9
irritating,6.8
finalist,9.1
ugh,8.475
during,8.52386363636364
rigatoni,9.059999999999999
bird,8.2
wing,8.26746987951808
soul,8.533333333333335
calamaris,9.1
hayden,9.2
duck,9.179591836734682
iteration,9.0
kaisen,9.4
teri,8.4
fresh,8.51293532338308
hier,9.0
waaaaay,8.35
mixer,7.5
share,8.752127659574477
offering,8.738461538461538
panini,8.516666666666667
bench,8.586666666666668
pinche,8.55
xao,7.599999999999998
germany,8.1
secret,8.617499999999998
vongole,9.1
jelly,8.057142857142855
tangy,9.066666666666665
hearing,9.0
deixo,9.0
yummmm,8.66
loukaniko,8.0
veggi,7.3
angel,8.6
diy,9.25
final,9.149999999999999
draft,8.37142857142857
sichuanese,9.3
toilet,8.1625
automatic,8.2
burger,7.9644518272425
barley,9.1
bet,8.2
life,8.602857142857147
itailan,9.0
elevated,8.6
maki,8.7
pepper,9.18977272727273
offerte,9.4
ukrain,9.1
antibiotic,9.0
refuge,8.7
tzaziki,9.1
tchhhh,8.1
overlook,8.675
country,9.015
andar,9.4
bonzini,6.5
farting,6.9
lift,8.1
conquistador,9.0
akumura,9.4
pasan,9.0
costa,8.7
notwithstanding,9.1
try,8.747151114781255
diff,9.2
past,8.725000000000001
scoutmob,7.779999999999999
jeniffer,8.6
feature,8.729411764705883
rights,7.1
aber,9.0
genre,8.6
glove,6.9
reheat,9.1
germ,8.7
dissapoint,9.1
menkui,9.4
dean,8.566666666666668
extra,8.784000000000004
slash,8.9
owner,8.721052631578948
dimension,8.7
restaurant,8.787564766839385
reeeeeeaal,9.4
ooze,8.633333333333333
epic,8.91818181818182
celebration,8.6
ambience,8.699999999999998
truffel,9.1
gently,9.1
lemon,8.630232558139532
punishment,8.8
luego,9.0
haveee,9.0
fixing,9.4
sooo,8.416666666666666
rotate,9.059999999999999
truffles,9.1
impress,8.4625
wear,8.2375
homeland,8.9
gazpacho,8.08
historic,9.1
type,8.525925925925925
crunch,8.752631578947367
information,6.5
gateaux,9.2
unfortunate,8.1
membership,9.3
imaginable,8.5
almost,8.623404255319148
gente,8.1
polish,9.1
akamaru,9.400000000000011
brooks,7.2
decaf,8.450000000000001
quesidilla,8.7
spinich,7.2
visit,8.574468085106382
quite,8.862068965517242
yummmmmyyyyyy,9.4
conservative,8.6
shisito,9.4
pleaser,8.266666666666666
baka,8.7
sunny,8.5
terrace,8.7
edwards,9.1
rickey,9.1
chelsea,9.0
mashed,8.540000000000001
scale,9.233333333333334
coppetta,9.1
delishy,8.7
smith,8.861904761904762
costillas,7.2
epicurean,8.5
rebudget,9.2
churchill,9.3
supper,9.1
conversationalist,8.1
firget,8.1
casual,8.585714285714284
oddest,8.5
reco,7.5
balls,8.8
priciest,7.8
especiaria,9.2
tailor,8.7
avocado,8.449275362318843
mozzarella,8.329032258064514
thats,7.2
savoy,9.2
porco,9.4
pot,9.037837837837841
beni,9.4
paprika,9.1
pilot,7.2
seamless,8.2
pico,8.9
backyard,7.599999999999999
sandwich,8.509009009008995
intense,9.08
brasileiro,9.2
deeeelicious,8.4
asiago,8.0
status,8.3
drowns,8.9
silver,8.866666666666665
katsu,8.65
seem,8.378048780487806
mores,9.0
desu,8.95
lounge,7.875
delve,8.5
tamago,9.4
ceasar,6.9
unlike,8.585714285714285
ball,8.758823529411771
newish,7.15
enjoyable,8.366666666666665
flour,8.283333333333333
also,8.703801169590617
bat,9.25
net,8.3
horse,8.3
hearty,8.93
custardy,8.6
whacky,9.1
healthyish,9.1
kota,9.4
ichiko,8.6
noon,8.738461538461538
ashley,6.55
massaman,9.1
jah,9.2
desperately,7.1
please,8.688372093023254
lighting,8.855555555555558
bao,8.86
amidst,8.7
lobby,9.033333333333333
contact,7.2
control,7.6800000000000015
thompson,9.4
san,9.005555555555553
torres,9.0
valid,8.5
jump,8.45
east,8.847000000000008
liqueur,9.1
centre,9.1
enjoe,9.0
ottimo,9.1
hangover,8.649999999999999
tin,9.1
ment,8.1
ahhh,8.3
get,9.041809789609353
gelatto,9.1
ossabaw,9.4
porgy,9.4
karashi,9.4
raspberry,8.786206896551729
tony,9.1
stuffing,9.1
eminently,9.1
spaghetti,8.996296296296292
hazard,9.0
vengas,8.9
afganistan,6.8
digest,8.8
porc,9.4
standing,9.1
wayside,8.0
place,8.527476635514061
statside,9.1
unicorn,9.200000000000001
belt,7.75
theatric,8.5
ghettoville,6.5
subpar,8.55
mon,8.575
battery,7.8
plating,9.1
intimate,9.075000000000001
appalachian,9.4
restorative,9.1
reader,8.65
queens,8.7
panera,6.788888888888887
iphone,9.1
venho,7.8
relaxing,8.2
poopachino,6.8
begin,9.0
didn,9.1
kiri,8.95
resist,9.1
zomg,9.3
macho,6.9
cotechino,9.4
prenez,9.0
leve,9.0
brah,6.9
