unigram,score
hallucination,8.9
entrepreneurial,8.3
percent,8.066666666666666
zen,9.233333333333333
fettucine,9.2
capuccuno,8.75
patti,9.1
meh,8.625
advice,8.45
maureen,7.2
rave,8.516666666666667
flood,9.0
effing,8.966666666666667
cashier,8.038461538461537
failsafe,6.8
tobey,9.1
gratin,8.5
seattle,8.6
hershey,8.133333333333333
mien,9.3
walkway,9.0
weep,8.9
oysters,9.4
camper,9.3
genius,8.924999999999999
candle,9.4
kahlua,8.2
setzen,9.0
ramen,9.128424744898135
participate,7.75
narrow,8.6
month,8.365217391304348
devine,8.899999999999999
unless,8.556666666666668
ache,9.0
dumb,7.65
taquito,8.083333333333334
converge,9.1
yerbabuena,9.0
reflect,9.149999999999999
premium,9.25
name,9.11894998041025
unconventional,9.174999999999999
brioche,8.96923076923077
aimez,9.0
hype,9.117241379310341
mediterranean,8.307692307692308
brulee,9.069999999999999
crispin,7.5
stern,8.75
hong,8.814285714285715
dressing,7.5
doriyaki,9.3
wheel,9.2
dib,9.4
manageable,8.566666666666668
heart,8.806451612903226
bag,7.9818181818181815
definite,9.166666666666666
saltiness,9.1
butterscoth,9.0
aqui,8.6
weary,8.3
wobbly,8.95
jacket,6.6
katsudon,9.0
hallmark,9.1
dollar,8.52
glory,9.100000000000001
versus,8.6
dough,8.595
monthly,8.391666666666667
decrease,9.0
here,8.527415730337083
keftethakia,8.0
compact,9.1
drawer,9.1
service,8.523529411764676
kobe,9.180000000000001
grungy,9.4
nonsense,8.0
unsurprisingly,9.1
fava,9.2
deter,9.05
ricotella,9.1
cooler,8.320000000000002
thankyou,8.5
category,8.0
deadly,8.2
kee,8.5
fascinating,8.95
aziz,8.7
hundred,6.8
simplicity,8.85
bouillabaisse,8.7
macaroons,8.6
liquor,7.900000000000001
napoletana,8.899999999999999
mocha,8.429999999999996
melonpan,8.5
crumbs,8.899999999999999
pulled,9.1
gordos,8.9
akadama,9.4
dimly,9.2
mouse,9.166666666666666
moderation,9.1
fattiest,7.5
longer,8.573684210526315
reggae,9.2
saccharine,9.1
foam,8.666666666666668
morel,9.2
everyday,8.784615384615384
rica,8.799999999999999
fuckin,9.4
fruit,8.762500000000001
cutlet,9.25
emereff,9.0
und,9.0
nook,8.6
electric,8.9
lotus,8.7
selicioso,7.8
akalai,9.0
subtle,8.375
blistered,8.1
coney,6.5
flavoring,8.3
amaze,8.985714285714286
specific,9.0
espejos,9.0
mundo,9.0
dancy,9.1
sucker,8.733333333333333
translation,6.8
isteyebilirsiniz,9.2
this,8.616083916083948
caprese,9.1
feuille,9.149999999999999
app,8.821428571428573
pressured,9.2
originally,9.3
jumbo,7.199999999999999
letdown,8.2
sadden,9.1
pity,9.1
meringue,9.25
goddamn,9.16
bam,9.1
carmelize,7.5
significantly,8.833333333333334
list,8.886567164179102
celine,9.3
puke,6.5
pain,7.8999999999999995
only,8.671713147410353
pal,6.9
singles,8.6
danish,8.433333333333334
third,8.658333333333335
coincide,9.1
damned,9.0
cidade,9.1
exactly,8.74
tripple,8.3
malteada,8.25
luckily,9.2
boring,9.3
sensitivity,7.7
revenge,6.5
load,8.530000000000001
goji,9.0
freak,9.0125
dream,8.899999999999999
dipped,9.0
fixe,9.037500000000001
oregano,8.6
concur,9.1
quarter,8.35
thankfully,8.3
onions,8.6
cwaffee,9.2
verify,8.3
brooklyn,8.72857142857143
amongst,8.925
doughssant,9.2
allagash,9.0
annin,9.4
geliyor,8.1
serendipity,9.0
big,9.10878875459819
pinpoint,7.3
agedashi,8.725
squidgy,9.4
eclecticism,9.4
enchiladas,6.6
dennis,9.1
avenger,9.0
pulino,9.1
wich,9.0
grindr,9.0
gear,8.3
each,8.502272727272729
surface,8.575
serious,8.775
news,7.328571428571428
buyer,6.8
occupy,8.466666666666667
loin,9.2
jam,8.489999999999998
kimchee,8.925
engineering,6.8
diverse,8.999999999999998
occasion,8.53
hole,8.65263157894737
towel,8.7
spaetzle,9.4
avec,9.1
kouign,9.2
felicity,7.5
latest,7.85
halloween,8.5
syruppy,6.9
gelatos,9.1
overwait,9.3
term,8.2
burrata,8.8375
zomfg,9.1
noodles,9.229166666666666
buratta,9.1
gothamist,9.2
photo,8.975862068965515
mirror,7.2
spanish,7.897619047619052
dim,9.120000000000001
detoxify,7.5
essas,9.2
excellentes,9.1
wacky,9.149999999999999
experimentei,9.0
sweating,8.9
loire,9.2
describe,9.25
fitgeralds,7.8
texture,9.025
funny,8.11
friend,8.548044692737442
celery,8.871428571428572
fomos,9.2
suficiente,9.0
turn,8.335999999999999
mash,8.766666666666666
brandy,9.0
whooper,9.1
neighbor,8.133333333333333
fire,8.435714285714285
pane,9.1
lecker,9.0
loiter,8.3
similar,8.653333333333332
sushimi,8.4
kara,8.8
chocolatey,8.180000000000001
touchy,8.4
szeshuan,9.4
outlier,8.7
print,8.55
maison,8.433333333333332
beers,8.25
memory,8.783333333333333
cloud,9.05
patio,8.634999999999998
unfriendly,7.557142857142857
tillman,9.2
tartare,8.991666666666669
customize,8.5
glad,8.883333333333335
aggravation,8.1
put,9.117803573757838
varynky,9.1
indigo,9.4
fusillus,8.1
drip,8.572727272727272
strictly,9.2
tastiness,9.4
smuggle,9.1
samuel,8.9
uncooked,8.899999999999999
sit,8.517647058823536
cheapeat,8.35
napking,7.5
passionfruit,8.175
richy,9.2
lot,8.454491017964074
violently,8.5
monica,9.4
guard,8.26
foh,8.2
jour,9.2
paleo,9.0
chesse,7.9
valentina,8.7
banget,9.4
signal,9.4
scuffle,8.3
blindly,9.1
namesake,9.0
ranchero,9.0
curly,7.866666666666666
gallo,8.9
axl,7.3
earthier,8.7
craver,8.5
chaos,8.899999999999999
fashion,8.7875
richer,8.7
generic,7.0
cheapest,8.75
caterer,7.6
smokey,9.15
funk,9.2
african,8.233333333333333
slowest,6.966666666666667
shave,9.0625
yoiur,8.9
aglio,8.1
gra,8.225
ama,8.55
ganoosh,9.0
lazy,8.35
zzzzzz,9.1
mcdonald,8.9
fromaggi,9.1
portland,7.6
ryan,9.3
array,9.04
accommodate,8.6625
subset,8.7
floral,9.2
frog,8.8
mute,9.4
ceaser,7.3
portioned,9.1
delicia,9.149999999999999
prone,7.8
foursqaure,9.1
rasperry,7.5
without,8.669736842105262
sink,6.6
heaviness,7.5
import,9.033333333333333
nicer,8.366666666666665
aforementioned,9.3
caramelize,9.022222222222222
asian,8.972499999999998
modifier,6.8
strangest,7.5
calimari,7.8
arroz,7.8999999999999995
antes,9.4
kebab,8.927272727272728
capuccino,8.9
binnezz,8.6
chilli,9.233333333333334
again,8.561290322580648
kiddo,6.6
olmayan,9.4
tender,8.879166666666666
ferment,8.2
bee,8.133333333333333
specification,8.1
flor,9.1
vomit,9.4
jen,8.3
bete,9.2
thread,8.7
bossam,9.4
blueberry,8.738461538461534
garden,8.830769230769233
marble,8.4
petit,9.2
dobra,9.3
nicht,9.0
indonesia,6.8
aiolus,7.5
sheesh,7.7
hiphop,8.6
yumm,8.411111111111111
avgolemono,8.0
fucker,9.4
fame,9.233333333333334
billing,8.7
person,9.119472510169437
crisper,9.1
regularly,9.0
sitch,6.6
maguire,9.1
swim,7.65
brace,8.9
speaker,8.899999999999999
malika,8.7
tongue,8.758823529411764
bibimbop,9.3
clientele,8.45
restraunt,9.1
cavatappi,8.2
pseudo,8.7
manly,6.9
patrick,9.024999999999999
pleased,8.2
softserve,9.12
barato,7.95
inattentive,8.45
velveeta,7.2
spoonful,9.2
eggplants,8.7
wtf,7.675000000000001
pacifico,8.9
disagree,6.5
decadence,9.1
hefeweizen,7.5
tonic,8.1
sammy,8.8
maker,8.850000000000001
gostosa,8.5
fill,8.648684210526318
australian,8.4
particular,8.416666666666666
sooner,9.4
catch,8.443999999999999
boston,8.2
silken,9.1
nota,9.0
urchin,8.666666666666666
camaron,6.6
tator,7.5
ratio,8.799999999999999
between,8.726315789473684
whaaattzzz,9.1
ong,9.1
timeout,9.233333333333334
lattes,8.257142857142856
doctrinaire,7.7
card,8.204081632653063
pate,9.2
argula,9.0
itttt,9.1
gratitude,9.2
chainlet,9.3
taboon,9.1
flock,8.8
reggiano,8.6
fabulous,8.833333333333334
valerie,9.4
proper,8.742857142857144
spelt,7.8
volle,9.0
buzzy,8.925
rotolo,6.6
egg,8.80315315315315
houston,8.399999999999999
nearly,8.692857142857141
aware,8.8375
chuck,9.233333333333334
bustling,9.100000000000001
fare,8.307692307692308
omelett,9.0
whats,8.6
cheap,8.56912751677851
figurative,9.1
gentleman,6.5
operation,8.8
smores,9.225000000000001
due,8.457142857142859
disappointing,8.546666666666665
shortest,9.4
cappucino,8.333333333333334
talented,8.4
whoopie,8.6
twilight,9.3
daily,8.363999999999999
farmer,6.6
shiromaru,9.400000000000002
teach,7.95
pomegranate,8.685714285714285
patronage,7.2
plz,8.2
flavorless,8.442857142857145
painting,8.7
thereof,9.2
yorkville,8.0
maite,9.4
popper,9.1
shanty,6.5
shanghai,8.725
riveria,9.2
capta,8.1
doghy,8.6
feat,8.6
verisimo,6.8
horrible,8.367857142857142
unnecessarily,8.3
thigh,8.2
zeus,8.0
exemplary,6.9
anyone,8.475862068965514
starbucks,7.284482758620696
interested,7.3
piola,8.7
protip,7.6
starks,7.3
theyve,9.1
diamond,9.0
loaf,8.4
rock,8.406666666666665
ithaca,7.5
flavor,9.001145038167913
luv,7.466666666666666
essayer,9.0
hot,8.748550724637672
costumer,8.3
barbecue,8.716666666666667
play,8.349999999999998
obsession,9.133333333333333
tokyo,9.194444444444446
gripe,9.1
quaint,8.899999999999999
process,9.1
mild,9.15
lunch,8.64843749999999
preparedness,8.5
stare,8.8
knowledgable,8.525
wave,8.45
campagne,9.2
almonds,9.2
coloring,9.1
wallet,7.8
touch,8.442105263157895
entertainment,8.666666666666666
boulangerie,9.2
ipas,6.9
chouff,9.1
option,8.596946564885501
stuffy,8.1
dulce,9.0
sichuan,9.266666666666666
peel,6.9
vibrant,9.125
wood,7.955555555555555
cholula,8.7
mano,9.1
devote,9.4
cartilage,8.8
questor,9.4
imperdibile,9.2
pillow,8.575
seaweed,8.812500000000002
min,8.845714285714289
granny,8.559999999999999
chuhaus,8.5
sum,8.333333333333334
organic,8.6
cappucinos,8.9
west,8.899999999999999
troia,9.1
weekday,8.247058823529413
booth,8.946428571428571
bike,9.1
rating,8.3
mention,8.68
goats,9.1
chrissy,9.4
insure,9.1
papers,7.2
weekend,8.673469387755098
uber,9.2
edison,6.8
velvet,8.52380952380952
carnivorous,9.4
grouse,7.2
decoration,8.833333333333332
elegant,8.775
maybe,8.620588235294115
impressed,9.142857142857144
sitio,9.4
korean,8.637499999999998
iww,6.6
mixing,8.7
praticamente,9.2
sijoittajien,9.1
another,8.504878048780485
amaaaaaze,9.1
clima,9.2
pizzeria,9.099999999999998
tie,7.4
hollandaise,9.0
basel,6.6
cope,9.2
chalula,9.0
intimidate,8.3
brussels,8.941176470588234
duplex,7.5
mastiha,8.0
carry,8.35
dare,8.6
kurtzman,9.1
hide,8.360000000000001
revolving,9.4
torch,9.2
plaza,8.3
capital,7.5
score,7.733333333333334
poison,8.0
toronto,6.2
hamburguesa,7.3
nough,9.266666666666666
prepared,8.8375
node,9.4
loooonnnnggggg,8.0
concentrate,7.699999999999999
sustainably,8.0
enclose,9.2
yuuum,9.4
foodmento,9.0
stem,9.4
bum,8.933333333333334
lovers,9.0
noth,8.1
demo,8.5
outpost,8.633333333333335
fine,8.278260869565218
compose,9.05
cheeseless,7.7
tsukune,8.666666666666666
raman,9.124581440623158
supone,8.9
beats,8.7
encrust,8.6
cai,8.9
strawberry,8.761818181818189
yummiest,8.25
chronic,9.2
hangar,9.3
cyprus,8.3
americano,8.678571428571425
incentive,9.4
pama,6.9
repeat,7.650000000000001
tit,7.8
aftermidnight,9.1
linda,8.1
hand,8.707575757575757
wire,9.149999999999999
minh,7.6
cornflake,9.099999999999996
xiu,9.4
shellfish,8.674999999999999
langostino,8.8
suburb,6.8
desk,6.8
upset,8.0
aside,9.06
katherine,7.3
omletleri,9.2
roadtrip,6.8
oooooh,9.2
flushing,9.15
kimchi,8.978378378378373
october,7.8
surprisingly,8.642105263157896
lines,7.566666666666666
donburi,8.6
yumurtali,9.2
melt,8.802857142857144
maragarita,8.2
amer,9.1
bulgogi,8.6
transport,9.1125
accident,8.8
briny,8.9
headphone,8.566666666666668
colombia,6.8
drum,9.4
hate,8.86111111111111
poppyseed,8.35
tlc,8.3
lager,6.925
dietary,9.1
mixture,7.8
canele,9.2
irene,6.8
bourguignon,9.2
income,8.5
exceptionally,8.7
toothpastey,8.7
immunity,7.5
landon,9.0
middle,8.416666666666666
formerly,9.4
esse,8.5
church,8.7
wanted,9.1
outra,9.0
image,7.5
mainstay,8.3
daiya,8.45
exaggeration,8.9
spilling,7.85
delectable,8.771428571428572
squash,8.65
amoooooo,9.0
sid,8.3
chika,9.200000000000001
otafune,9.4
filling,9.120037353255253
dried,9.4
oyster,8.852631578947362
outdoors,7.733333333333333
institutional,8.8
asia,9.4
sloshing,8.7
effort,8.45
outrageous,8.875
probar,9.4
kabocha,9.1
teishoku,9.0
doba,8.9
balllliinnnn,6.2
choccy,9.0
relation,9.4
riesling,9.1
mouthwater,9.1
fattier,8.766666666666666
medium,7.945454545454546
mexicain,8.9
gas,8.7
new,8.657480314960617
routine,6.6
gostoso,8.52
unstoppable,9.2
queueing,9.4
miraculously,9.3
nunca,9.2
extraordinary,8.74
hard,8.601724137931038
halvah,9.1
tartas,9.2
snazzy,8.2
strawberries,8.5
chirashi,8.55
glue,9.1
restaurantes,9.0
chashu,9.144444444444444
sorbet,9.11724137931034
chocolate,8.939420289855137
somthe,6.5
subterranean,9.1
dawg,9.2
biru,9.4
unsure,9.3
shui,9.3
pero,8.822222222222223
cacophony,7.2
uppity,8.2
cuz,9.2
sociable,8.0
boardgame,8.3
easier,8.125
crispie,8.3
yakitorus,8.622222222222222
goer,9.2
espetaculare,9.1
tag,8.649999999999999
xtra,7.6499999999999995
horrific,7.5
spectacular,8.961538461538463
commercial,7.0
kewpie,8.933333333333332
rectify,8.7
bay,8.809999999999999
apparent,6.8
jalapeno,9.1
sloppy,6.9
pause,8.2
genji,9.4
demi,9.0
shapely,9.2
lezzet,9.4
soubise,9.2
huevos,9.175
stud,6.5
brightest,6.8
bock,8.1
tipper,7.5
wild,8.959999999999997
beer,8.137815126050418
zuke,9.4
already,8.860869565217389
teappuccino,7.5
wifey,9.1
brag,8.7
innovative,9.174999999999999
carefully,8.599999999999998
finest,8.433333333333335
chili,8.964864864864868
switzerland,9.0
wings,8.262500000000001
means,8.7
georgia,6.5
famiglia,5.6
concoction,8.79090909090909
mondays,6.6
client,7.8
pbr,7.400000000000001
further,8.1
section,8.492307692307692
sharp,6.8
proportion,9.0
range,8.22
shoyu,9.121006944444632
nasty,8.133333333333333
defy,9.05
unhealthy,9.333333333333334
remainder,9.2
wrap,8.367346938775505
grammercy,9.1
bluefish,9.299999999999999
absorb,6.9
jobbe,7.1
mushrooms,8.1
recharge,9.4
bawa,8.5
nba,6.8
changer,8.78
judgy,8.7
stick,8.511363636363637
caliente,9.0
sacred,7.5
energize,8.3
retain,9.0
represent,8.8
creme,8.892592592592589
ass,8.007692307692308
billig,9.3
swordfish,8.5
whedon,9.1
najgorsza,8.8
starch,9.1
forward,8.066666666666666
lol,7.994117647058822
nyurc,9.3
claustrophobia,8.3
gizzards,9.049999999999999
qual,9.4
chain,8.289473684210526
anima,9.4
uhh,9.1
guac,8.516666666666666
guiness,9.0
stinging,9.100000000000001
torta,8.199999999999994
heavenly,8.912499999999998
remiss,9.3
part,8.579999999999997
conserve,8.7
marrow,7.659999999999999
yakittori,8.6
cobraron,9.1
sidewalk,9.2
aniston,8.6
fond,7.0
hunting,9.149999999999999
fingers,7.3
hail,9.166666666666666
newsletter,6.9
daniel,8.479999999999999
middleterranean,9.1
bounce,9.2
stressed,9.1
render,9.4
vinho,9.2
persona,9.1
harvarti,9.1
gem,8.819047619047618
anna,9.125
expectation,8.957142857142857
nippon,9.4
sabeech,9.1
incluye,9.0
smootiesssss,9.0
unpretentious,8.0
first,8.802150537634413
stranger,8.3
jackson,6.9
loudy,9.4
pitcher,8.344736842105267
pourover,8.3
ukranian,9.1
seitan,8.566666666666666
tremen,7.5
buttercream,8.966666666666667
confetti,9.1
aioli,7.5
ticket,7.2
enougth,9.1
bff,8.55
hideaway,9.4
steak,8.587500000000013
intelligentsia,8.0
answer,7.966666666666666
creaminess,9.149999999999999
corsican,8.7
lime,8.852173913043476
property,9.3
spaniens,7.1
slower,7.8
limonada,9.0
awesone,9.2
blow,8.931249999999999
method,9.4
alas,9.15
blackboard,8.3
hardly,9.149999999999999
vecchia,9.1
caseras,8.1
clue,8.45
silence,9.1
coppa,9.1
crusted,8.1
jerk,7.833333333333333
cranberries,9.1
brazil,8.2
blunt,9.1
ross,8.0
wayy,7.2
par,8.540000000000003
juve,9.1
producto,9.0
genshu,9.4
hazelnuty,9.1
batal,9.1
different,8.698245614035088
candy,8.906521739130444
byob,8.7
healthier,8.65
decidedly,8.9
poached,9.191999999999998
grand,8.31
taylor,8.6
spotted,9.0
occasional,8.542857142857143
numerous,7.9
prix,9.070000000000002
informative,9.1
imbibe,9.2
nuanced,9.4
riot,9.1
variety,8.563999999999998
itp,8.3
happen,9.118615344193548
bible,7.2
esca,9.1
chimichurri,8.775
earn,8.242857142857142
noir,8.1
derricious,9.2
corneto,9.1
swelter,9.0
shortcake,8.899999999999999
sorbetto,9.1
verbana,9.2
onigoroshi,8.8
plop,8.3
tan,9.140000000000002
jeans,9.3
haloumus,9.1
wildly,9.05
birfday,9.1
didnt,9.1
shockingly,8.275
wise,8.833333333333332
skordalia,8.0
intolerant,9.2
representation,9.25
disguise,9.4
sai,7.3
spicky,9.4
grelhado,6.9
toro,8.714285714285714
nibble,8.2
alexander,8.7
barber,9.0
coma,9.014285714285714
cima,9.0
gay,9.2
cosus,6.2
atleast,9.1
come,8.681473684210504
horrendous,9.149999999999999
heirloom,8.15
jazz,8.1
cinnamon,8.421739130434782
indecisiveness,9.1
james,9.125
cadeiras,9.4
poppers,7.2
locally,8.225
croon,9.1
sugar,8.693548387096778
terrific,8.766666666666667
brothy,9.4
holy,8.834615384615383
compensate,8.450000000000001
sheet,8.9
cal,8.1
earl,7.672727272727273
posto,9.1
sardine,9.4
bland,8.786363636363633
marie,9.2
dorito,6.5
disappointingly,9.2
kim,8.16
bongole,9.1
meg,7.949999999999999
musica,6.6
multiple,8.27
ork,9.4
beerita,7.2
nose,8.766666666666667
void,9.4
basement,8.31
taste,8.71152263374484
rabe,9.112499999999999
broth,9.135106382978735
texas,7.3
unfiltered,9.166666666666666
kiss,8.25
shell,8.790909090909093
power,8.118181818181817
scare,8.575
homey,7.3
comer,9.1
spread,8.046153846153846
gross,8.42941176470588
skylight,9.2
stomp,9.05
mung,9.3
glorious,9.1
cousin,8.5
taim,9.0
rowdy,6.75
forefather,9.0
something,8.815151515151525
sometimes,8.179411764705883
undercut,8.5
buco,9.4
flying,6.5
cutout,8.8
vail,9.2
hardest,9.2
office,8.36
sifton,9.1
gain,8.166666666666666
consistency,8.725
mouthwash,9.3
fri,8.399999999999999
roudy,8.8
gracious,9.3
yuppie,9.4
shape,9.116666666666665
chuka,8.5
perhaps,8.75
consistently,8.758333333333333
bonkers,9.25
burrito,8.645762711864407
shrug,6.5
inch,8.200000000000001
bruschetta,8.0
thr,9.0
napa,8.5
age,8.680000000000001
nyc,8.822492401215786
rnage,9.4
junior,7.966666666666666
sparse,9.1
bill,8.254545454545456
greentea,8.966666666666667
celebratory,9.4
absolutelu,9.0
sorrentina,8.7
tuesdays,6.3
sister,8.766666666666666
heated,8.850000000000001
scribble,9.4
corsair,9.4
cabot,6.8
zing,8.0
accogliente,9.1
happy,8.392934782608688
brotherjimmy,7.2
leather,7.3
bruscetta,8.1
lower,8.975
undress,9.0
cobb,7.4399999999999995
purchase,7.6
flourless,8.975000000000001
bitter,8.971428571428572
seconds,7.875
cakey,9.0
gras,9.2
eggs,9.037500000000001
continue,8.566666666666666
quaarter,7.3
mtmt,9.4
chololate,9.0
acidic,8.8
nectar,9.4
nest,7.525
piroge,9.1
bon,7.824999999999999
iron,8.940000000000001
wedge,8.5
gadget,7.15
stanford,8.6
even,8.712254901960781
portion,8.560000000000008
uncle,8.9
spin,8.277777777777777
einfach,9.0
bulgolgi,8.1
mini,8.314285714285715
oriental,9.1
anise,9.3
among,8.983333333333333
digital,8.566666666666666
roughly,8.600000000000001
reclaim,7.8
prescribe,9.4
baristas,9.125
heh,9.1
toppings,8.7
pina,9.2
spring,8.777777777777775
unrelated,9.2
apesar,9.0
soda,8.357142857142854
ini,9.4
ihre,9.0
consumption,9.2
falafel,8.870689655172415
want,9.110511436648844
rav,9.2
nutty,8.86
washington,8.0
eggy,9.1
hiding,9.4
cheaper,8.572727272727272
december,7.3
passover,7.7
restaurante,8.233333333333333
ersatz,7.5
trek,9.1
smorgasburg,9.3
steamed,9.132653061224481
spiteful,9.4
cortato,9.2
chinatown,8.907692307692308
cali,8.68
consegui,8.1
foodspotting,6.8
truffle,9.023255813953492
frickles,7.2
dufresne,9.4
prevent,9.149999999999999
impeccable,8.72857142857143
allison,9.0
hospitable,8.35
job,8.055555555555555
cogumelos,9.1
orgasmic,9.225
moly,9.233333333333334
but,9.074398952630332
chanterelles,9.1
queue,8.790909090909091
reg,8.6
das,8.166666666666666
pierogi,9.100000000000009
truest,9.4
kama,8.4
paquet,8.7
completely,8.611111111111109
fault,6.5
bday,9.15
garlic,9.069841269841277
margo,6.5
twirl,9.4
cappachino,9.2
stewart,9.1
flow,7.750000000000001
fancier,8.35
skirt,8.976923076923075
champion,8.9
attn,7.5
unique,8.937037037037037
creamy,8.899999999999999
cast,9.0
whole,8.824590163934426
coast,8.7375
tiesto,9.1
delicious,9.087980598604146
kiosk,6.8
kardashian,9.1
carrot,8.499999999999998
chateaubriand,9.3
dessert,9.00026809651468
apaan,7.2
perfection,9.019999999999998
ignore,8.8
sticker,8.066666666666666
cumin,9.26086956521739
toast,8.816666666666682
manchengo,9.2
meatballs,9.05
adquirir,7.8
foda,9.1
appay,9.083333333333334
sevmiyorsaniz,9.2
hemp,9.2
signature,8.321428571428571
dear,8.333333333333334
timey,9.0
fiddlehead,9.2
nomnomnom,9.2
follower,9.1
minute,8.446153846153848
map,9.100000000000001
strongly,8.671428571428573
associate,6.8
vicinity,8.3
appropriate,7.3
foodgasmic,9.4
speisekarte,9.0
norcal,8.9
chocoalate,9.1
united,9.2
reunite,9.1
sobre,9.149999999999999
brisket,8.657142857142855
earlier,9.183333333333335
holistic,9.2
wont,9.1
waitstaff,8.72
high,8.689130434782609
dis,7.6
caro,8.925
whitefish,8.5
sat,8.96
parrot,9.1
brine,9.2
warning,8.75
carte,9.166666666666666
drag,9.2
recommended,9.3
condensed,8.808333333333332
account,8.8
foolproof,9.3
inexplicably,9.2
tower,9.2
tired,7.8
lactard,9.2
adventurous,8.799999999999999
pick,8.49074074074074
jeremy,8.9
wed,7.566666666666666
saisonniere,9.2
meet,8.514814814814812
hall,8.330000000000002
explain,8.166666666666666
menu,8.882262996941883
bosch,9.1
figs,9.1
careful,8.468181818181817
year,8.634
seddett,9.1
itunes,6.8
cdb,9.2
jamon,9.1
thursday,8.071428571428571
mushy,8.774999999999999
oregon,9.1
state,8.571428571428571
flawless,9.1
authenticity,8.966666666666667
idle,6.2
detour,7.3
quad,6.8
underrated,8.860000000000001
thicken,9.1
alert,6.9
borstch,9.1
keylime,9.2
chunks,9.0
loveeee,8.1
cajun,6.9
attentive,8.073333333333334
send,8.128571428571428
many,8.513207547169815
somewhere,8.425
evarrr,9.1
anderson,6.9
merengue,9.149999999999999
record,8.6
beneficio,9.1
hater,9.0
croissant,8.906329113924054
snore,9.1
bunsssd,9.4
advertising,8.7
rockstar,9.4
poll,8.700000000000001
turnover,8.366666666666667
divide,9.4
nitamago,9.4
arabians,8.1
soooooooo,8.1
liberal,9.1
runaway,9.2
taro,9.133333333333333
socially,7.2
unforgettable,9.1
xmas,9.2
dining,8.757142857142856
compliant,9.0
simon,9.1
afterbite,8.9
kano,8.7
chegar,8.1
brt,9.4
misfortune,9.3
foosball,6.5
poorly,8.25
sukiyaki,9.15
mizrahi,8.6
butter,8.689743589743593
embark,9.1
avail,9.2
skool,6.6
reaffirm,7.5
standardchocolate,9.1
workshop,9.3
dirt,9.15
americans,9.2
fool,8.68181818181818
mozarella,8.459999999999999
regret,8.681818181818178
fatia,9.0
tobiroku,9.4
limeade,6.8
chocolately,8.7
peirogis,9.1
gin,8.933333333333332
kilo,9.2
incrivel,9.4
armchair,8.3
kogashi,9.4
count,7.855555555555556
claw,9.4
reopen,9.1
daniels,9.2
vineros,9.1
miss,8.863736263736273
cilantro,9.01
diegan,8.9
toscana,9.1
deviled,9.085714285714287
yamasaki,9.4
explosion,8.85
temptation,9.05
limb,9.1
watchout,9.0
restriction,9.1
castle,9.1
serrano,9.1
michiko,9.4
uhmaze,8.7
wrath,9.0
majorly,8.2
special,8.63715277777776
delightful,8.933333333333334
air,8.25
snatch,7.2
banana,9.00864197530865
dump,7.75
bir,8.950000000000001
grape,8.2
sformato,9.1
extensive,9.268750000000002
tougher,7.3
bronzino,8.6
unbearably,9.1
necessarily,8.2
dam,8.9
merrier,9.2
either,9.118293801598915
construction,6.6
kakunus,9.4
frap,6.8
immediate,8.8
redeemable,9.3
cotta,9.2
war,9.0
scharwma,9.1
koh,8.7
len,9.1
lambrusca,9.1
browned,9.1
swallow,9.0
evidently,9.0
weird,8.588461538461537
num,8.72
byot,6.6
arrival,9.4
understaffed,7.95
balance,8.799999999999999
crispiness,9.1
yogurt,8.895238095238094
lae,7.3
condense,9.1
chiang,9.1
daikon,8.774999999999999
implore,9.1
maple,9.183333333333334
carnitas,8.872000000000003
debit,6.5
both,8.826315789473691
smash,9.0
world,8.740625000000001
access,8.719999999999999
dia,9.3
sasami,8.7
oldum,9.0
definately,9.4
dotube,9.0
herb,8.314285714285715
spanje,7.1
soil,9.1
takoyaki,8.688235294117646
annoying,8.52
well,8.827536231884064
fact,8.489473684210525
rim,9.1
organico,7.8
bagel,7.975490196078431
purist,9.1
latke,9.1
excited,9.1
pita,8.865151515151524
introduction,9.2
recomendable,8.8
deacs,7.2
frapp,6.8
tori,9.4
friendlier,8.175
muay,9.1
led,6.5
dount,8.2
blair,9.1
simpler,9.1
fininha,9.1
fly,8.6
ukranians,9.1
dankest,9.2
pho,7.599999999999998
ngam,9.1
bite,8.390740740740743
flat,8.655555555555557
primarily,8.1
correct,8.9
carnus,8.1
silky,9.133333333333333
correctly,8.4
brunching,9.0
goma,9.4
socialable,8.1
nyuer,9.1
appropriately,8.9
villager,9.166666666666666
intenties,7.1
vast,8.266666666666666
insanely,8.995
suave,8.6
nycny,9.0
emulsify,9.4
singha,9.1
conference,7.8
doesnt,9.1
saod,6.6
provence,8.7
humberto,8.899999999999999
downstairs,8.454545454545448
roomy,8.75
terminal,9.1
grey,8.599999999999996
splatter,7.5
mule,8.299999999999999
loosen,7.2
buckwheat,9.1
bump,9.4
cry,8.425
read,8.33243243243243
astounding,8.649999999999999
pitas,9.1
penis,8.799999999999999
warszawa,9.1
pivot,7.3
lens,7.2
brasil,8.3
sex,7.522222222222221
der,7.3
agnolottus,8.799999999999999
jury,9.1
conceito,8.1
instead,8.541538461538465
snag,8.625
unjustified,9.4
impressively,9.0
inflation,9.0
davidbartongym,7.6
specialize,8.783333333333333
darker,8.6
yesssss,8.366666666666667
takey,9.2
preferable,9.2
symphony,9.1
purple,8.620000000000001
inevitably,9.1
ommegang,7.5
salted,8.764999999999997
terrible,8.393877551020408
cranberry,8.326666666666664
shaved,8.7
umami,9.385714285714286
otro,9.0
